WHO_Name,WHO_Region,Cases - cumulative total,Cases - cumulative total per 1 million population,Cases - newly reported in last 7 days,Cases - newly reported in last 24 hours,Deaths - cumulative total,Deaths - cumulative total per 1 million population,Deaths - newly reported in last 7 days,Deaths - newly reported in last 24 hours,Transmission Classification
Senegal,Africa,25126,1500.6,1734,133,592,35.36,56,10,Community transmission
Cuba,Americas,22614,1996.54,3841,786,200,17.66,25,3,Clusters of cases
Democratic Republic of the Congo,Africa,22047,246.17,908,0,661,7.38,21,0,Community transmission
Malawi,Africa,20830,1088.87,6950,843,540,28.23,204,22,Community transmission
Botswana,Africa,20658,8784.56,2028,1004,124,52.73,36,19,Community transmission
Angola,Africa,19553,594.93,542,77,462,14.06,20,1,Community transmission
Madagascar,Africa,18743,676.86,442,0,279,10.08,6,0,Community transmission
French Polynesia,Western Pacific,17961,63939.08,264,49,131,466.34,4,2,Sporadic cases
Malta,Europe,17192,38936.19,1063,193,258,584.31,14,3,Clusters of cases
Mauritania,Africa,16222,3488.86,183,0,410,88.18,8,0,Community transmission
French Guiana,Americas,15702,52570.96,515,0,76,254.45,0,0,Community transmission
Thailand,South-East Asia,15465,221.56,2812,819,76,1.09,5,1,Clusters of cases
Maldives,South-East Asia,15247,28206.77,614,145,51,94.35,2,0,Clusters of cases
Jamaica,Americas,15153,5117.24,734,141,339,114.48,10,1,Community transmission
Eswatini,Africa,14831,12783.54,1388,347,517,445.63,114,24,Community transmission
Guinea,Africa,14379,1094.89,207,4,82,6.24,1,1,Community transmission
Rwanda,Africa,13885,1072.02,2337,574,181,13.97,33,4,Community transmission
Syrian Arab Republic,Eastern Mediterranean,13762,786.37,538,65,895,51.14,45,5,Community transmission
Tajikistan,Europe,13714,1437.88,0,0,91,9.54,0,0,Pending
Cabo Verde,Africa,13619,24495.18,480,62,129,232.02,9,2,Community transmission
Belize,Americas,11770,29600.53,178,20,293,736.87,11,3,Community transmission
Haiti,Americas,11286,989.78,379,0,243,21.31,3,0,Community transmission
Gabon,Africa,10411,4677.56,392,0,67,30.1,1,0,Community transmission
Burkina Faso,Africa,10157,485.9,805,54,118,5.65,13,1,Community transmission
Réunion,Africa,9843,10993.93,291,0,45,50.26,0,0,Clusters of cases
Andorra,Europe,9638,124739.53,444,42,97,1255.42,5,0,Community transmission
Guadeloupe,Americas,9056,22632.98,108,0,157,392.38,1,0,Community transmission
Bahamas,Americas,8133,20681.82,65,0,175,445.02,0,0,Clusters of cases
Suriname,Americas,8112,13828.09,488,55,149,253.99,4,0,Clusters of cases
Lesotho,Africa,8047,3756.33,1029,3,146,68.15,45,12,Community transmission
Mali,Africa,8006,395.34,126,23,327,16.15,10,4,Community transmission
Congo,Africa,7887,1429.3,178,0,117,21.2,3,0,Community transmission
Mayotte,Africa,7590,27821.05,672,0,59,216.26,1,0,Clusters of cases
Trinidad and Tobago,Americas,7490,5351.96,91,17,134,95.75,2,0,Community transmission
Guam,Western Pacific,7359,43602.43,50,12,129,764.33,1,0,Clusters of cases
Guyana,Americas,7317,9302.63,386,19,172,218.68,2,0,Clusters of cases
Aruba,Americas,6742,63147.44,291,19,57,533.88,5,1,Community transmission
Martinique,Americas,6370,16974.67,68,0,44,117.25,0,0,Community transmission
Iceland,Europe,5992,17559.33,22,2,29,84.98,0,0,Community transmission
Djibouti,Eastern Mediterranean,5923,5994.94,13,3,62,62.75,1,1,Clusters of cases
Equatorial Guinea,Africa,5454,3887.43,89,0,86,61.3,0,0,Community transmission
Nicaragua,Americas,4992,753.56,39,39,169,25.51,1,1,Community transmission
Central African Republic,Africa,4981,1031.31,7,1,63,13.04,0,0,Community transmission
Somalia,Eastern Mediterranean,4784,301.01,40,30,130,8.18,0,0,Community transmission
Togo,Africa,4682,565.55,299,20,76,9.18,2,1,Community transmission
Curaçao,Americas,4548,27715.99,25,0,20,121.88,1,0,Community transmission
Niger,Africa,4374,180.69,149,0,151,6.24,5,0,Community transmission
Gambia,Africa,4012,1660.14,74,4,128,52.97,0,0,Community transmission
Gibraltar,Europe,3992,118488.62,280,26,65,1929.3,20,2,Clusters of cases
South Sudan,Africa,3882,346.8,120,17,64,5.72,1,0,Community transmission
Benin,Africa,3786,312.29,204,143,48,3.96,0,0,Community transmission
Chad,Africa,3225,196.34,248,43,116,7.06,2,0,Community transmission
Sierra Leone,Africa,3194,400.4,164,21,77,9.65,0,0,Community transmission
Jersey,Europe,3127,28740.81,66,5,63,579.04,1,0,Community transmission
San Marino,Europe,2951,86952.68,164,77,65,1915.26,0,0,Community transmission
Guinea-Bissau,Africa,2542,1291.67,32,9,45,22.87,0,0,Community transmission
Liechtenstein,Europe,2525,66208.67,55,3,46,1206.18,2,0,Sporadic cases
Comoros,Africa,2425,2788.64,561,75,77,88.55,26,1,Community transmission
United States Virgin Islands,Americas,2350,22504.19,90,9,24,229.83,0,0,Community transmission
Yemen,Eastern Mediterranean,2123,71.18,4,1,616,20.65,3,0,Sporadic cases
Eritrea,Africa,1970,555.49,93,30,7,1.97,1,0,Sporadic cases
New Zealand,Western Pacific,1938,401.89,27,5,25,5.18,0,0,Clusters of cases
Liberia,Africa,1932,381.99,34,5,84,16.61,0,0,Community transmission
Sint Maarten,Americas,1758,40996.22,89,9,27,629.63,0,0,Community transmission
Mongolia,Western Pacific,1656,505.14,120,13,2,0.61,1,0,Clusters of cases
Viet Nam,Western Pacific,1551,15.93,11,2,35,0.36,0,0,Clusters of cases
Burundi,Africa,1542,129.68,220,61,2,0.17,0,0,Community transmission
Barbados,Americas,1401,4875.16,306,14,10,34.8,3,0,Clusters of cases
Monaco,Europe,1399,35648.76,159,31,8,203.85,0,0,Sporadic cases
Turks and Caicos Islands,Americas,1287,33240.35,182,0,8,206.62,1,1,Clusters of cases
Sao Tome and Principe,Africa,1210,5521.11,59,21,17,77.57,0,0,Community transmission
Saint Martin,Americas,1191,30807.83,74,0,12,310.41,0,0,Community transmission
Seychelles,Africa,1116,11347.58,354,47,3,30.5,1,0,Clusters of cases
Saint Lucia,Americas,921,5015.6,265,35,13,70.8,5,2,Sporadic cases
Bhutan,South-East Asia,856,1109.37,8,0,1,1.3,0,0,Clusters of cases
Papua New Guinea,Western Pacific,850,95.0,7,1,9,1.01,0,0,Community transmission
Saint Vincent and the Grenadines,Americas,763,6877.59,223,17,2,18.03,0,0,Clusters of cases
Other,Other,745,,0,0,13,,0,0,Not applicable
Bermuda,Americas,686,11016.01,3,0,12,192.7,0,0,Sporadic cases
Faroe Islands,Europe,654,13383.81,4,2,1,20.46,0,0,Sporadic cases
Mauritius,Africa,568,446.62,12,0,10,7.86,0,0,Sporadic cases
United Republic of Tanzania,Africa,509,8.52,0,0,21,0.35,0,0,Pending
Cambodia,Western Pacific,460,27.51,12,0,0,0.0,0,0,Sporadic cases
Isle of Man,Europe,432,5080.44,0,0,25,294.01,0,0,No cases
Cayman Islands,Americas,383,5827.75,3,0,2,30.43,0,0,Sporadic cases
Saint Barthélemy,Americas,376,38037.43,95,0,0,0.0,0,0,Sporadic cases
Guernsey,Europe,359,5680.74,50,38,13,205.71,0,0,Community transmission
Bonaire,Americas,356,17021.28,10,2,3,143.44,0,0,Community transmission
Antigua and Barbuda,Americas,201,2052.51,11,0,6,61.27,0,0,Sporadic cases
Brunei Darussalam,Western Pacific,176,402.31,2,1,3,6.86,0,0,Sporadic cases
Grenada,Americas,148,1315.29,9,0,1,8.89,0,0,Sporadic cases
British Virgin Islands,Americas,137,4530.87,16,0,1,33.07,0,0,Clusters of cases
Northern Mariana Islands (Commonwealth of the),Western Pacific,132,2293.38,3,0,2,34.75,0,0,Pending
Dominica,Americas,113,1569.64,3,0,0,0.0,0,0,Clusters of cases
Timor-Leste,South-East Asia,68,51.58,16,1,0,0.0,0,0,Sporadic cases
Fiji,Western Pacific,55,61.35,0,0,2,2.23,0,0,Sporadic cases
Lao People's Democratic Republic,Western Pacific,44,6.05,3,0,0,0.0,0,0,Sporadic cases
New Caledonia,Western Pacific,44,154.12,0,0,0,0.0,0,0,Sporadic cases
Falkland Islands (Malvinas),Americas,37,10623.03,5,0,0,0.0,0,0,No cases
Saint Kitts and Nevis,Americas,35,657.99,0,0,0,0.0,0,0,Sporadic cases
Greenland,Europe,30,528.43,0,0,0,0.0,0,0,No cases
Holy See,Europe,26,32138.44,0,0,0,0.0,0,0,Sporadic cases
Saint Pierre and Miquelon,Americas,23,3968.94,7,0,0,0.0,0,0,Sporadic cases
Sint Eustatius,Americas,20,6371.46,0,0,0,0.0,0,0,Sporadic cases
Solomon Islands,Western Pacific,17,24.75,0,0,0,0.0,0,0,No cases
Anguilla,Americas,16,1066.52,1,0,0,0.0,0,0,Sporadic cases
Montserrat,Americas,13,2600.52,0,0,1,200.04,0,0,No cases
Saba,Americas,6,3103.98,1,0,0,0.0,0,0,Sporadic cases
Wallis and Futuna,Western Pacific,5,444.6,1,0,0,0.0,0,0,Sporadic cases
Marshall Islands,Western Pacific,4,67.57,0,0,0,0.0,0,0,No cases
Samoa,Western Pacific,2,10.08,0,0,0,0.0,0,0,No cases
Micronesia (Federated States of),Western Pacific,1,8.69,0,0,0,0.0,0,0,No cases
Vanuatu,Western Pacific,1,3.26,0,0,0,0.0,0,0,No cases
American Samoa,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Cook Islands,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Democratic People's Republic of Korea,South-East Asia,0,0.0,0,0,0,0.0,0,0,No cases
Kiribati,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Nauru,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Niue,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Palau,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Pitcairn Islands,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Saint Helena,Africa,0,0.0,0,0,0,0.0,0,0,No cases
Tokelau,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Tonga,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Turkmenistan,Europe,0,0.0,0,0,0,0.0,0,0,No cases
Tuvalu,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
