WHO_Name,WHO_Region,Cases - cumulative total,Cases - cumulative total per 1 million population,Cases - newly reported in last 7 days,Cases - newly reported in last 24 hours,Deaths - cumulative total,Deaths - cumulative total per 1 million population,Deaths - newly reported in last 7 days,Deaths - newly reported in last 24 hours,Transmission Classification
Mauritania,Africa,16460,3540.05,421,238,418,89.9,16,8,Community transmission
French Guiana,Americas,15932,53341.01,501,75,76,254.45,0,0,Community transmission
Maldives,South-East Asia,15496,28667.42,731,106,51,94.35,1,0,Clusters of cases
Jamaica,Americas,15435,5212.47,885,194,344,116.17,13,2,Community transmission
Eswatini,Africa,15283,13173.14,1266,232,538,463.73,97,16,Community transmission
Rwanda,Africa,14529,1121.74,2359,363,183,14.13,21,0,Community transmission
Guinea,Africa,14435,1099.16,199,18,82,6.24,1,0,Community transmission
Syrian Arab Republic,Eastern Mediterranean,13885,793.4,487,62,906,51.77,40,6,Community transmission
Cabo Verde,Africa,13784,24791.95,477,62,131,235.62,9,2,Community transmission
Tajikistan,Europe,13714,1437.88,0,0,91,9.54,0,0,Pending
Belize,Americas,11816,29716.22,174,28,294,739.38,8,1,Community transmission
Haiti,Americas,11402,999.95,439,116,244,21.4,4,1,Community transmission
Gabon,Africa,10536,4733.72,416,0,68,30.55,2,0,Community transmission
Burkina Faso,Africa,10377,496.43,658,160,120,5.74,14,0,Community transmission
Réunion,Africa,9904,11062.07,320,0,45,50.26,0,0,Clusters of cases
Andorra,Europe,9779,126564.42,400,63,100,1294.25,7,2,Community transmission
Guadeloupe,Americas,9056,22632.98,108,0,157,392.38,1,0,Community transmission
Suriname,Americas,8243,14051.4,460,69,152,259.11,6,2,Clusters of cases
Mayotte,Africa,8231,30170.63,1073,347,61,223.59,3,1,Clusters of cases
Bahamas,Americas,8161,20753.02,73,0,175,445.02,0,0,Clusters of cases
Lesotho,Africa,8142,3800.68,587,0,160,74.69,47,0,Community transmission
Mali,Africa,8056,397.81,145,19,331,16.35,11,4,Community transmission
Congo,Africa,7887,1429.3,93,0,117,21.2,0,0,Community transmission
Trinidad and Tobago,Americas,7509,5365.53,79,13,134,95.75,1,0,Community transmission
Guyana,Americas,7380,9382.72,365,34,174,221.22,4,2,Clusters of cases
Guam,Western Pacific,7365,43637.98,44,4,129,764.33,1,0,Clusters of cases
Aruba,Americas,6809,63774.98,247,41,58,543.24,6,1,Community transmission
Martinique,Americas,6370,16974.67,68,0,44,117.25,0,0,Community transmission
Iceland,Europe,6001,17585.71,20,1,29,84.98,0,0,Community transmission
Djibouti,Eastern Mediterranean,5929,6001.01,13,3,62,62.75,1,0,Clusters of cases
Equatorial Guinea,Africa,5492,3914.51,127,0,86,61.3,0,0,Community transmission
Nicaragua,Americas,4992,753.56,39,0,169,25.51,1,0,Community transmission
Central African Republic,Africa,4981,1031.31,7,0,63,13.04,0,0,Community transmission
Togo,Africa,4922,594.54,417,52,76,9.18,2,0,Community transmission
Somalia,Eastern Mediterranean,4784,301.01,40,0,130,8.18,0,0,Community transmission
Curaçao,Americas,4567,27831.78,32,9,20,121.88,0,0,Community transmission
Niger,Africa,4474,184.83,207,41,157,6.49,10,4,Community transmission
Gibraltar,Europe,4057,120417.92,212,33,70,2077.71,17,1,Clusters of cases
Gambia,Africa,4019,1663.03,69,0,128,52.97,0,0,Community transmission
South Sudan,Africa,3929,351.0,167,47,64,5.72,0,0,Community transmission
Benin,Africa,3786,312.29,204,0,48,3.96,0,0,Community transmission
Chad,Africa,3296,200.66,231,27,118,7.18,4,1,Community transmission
Sierra Leone,Africa,3282,411.43,201,46,77,9.65,0,0,Community transmission
Jersey,Europe,3134,28805.15,46,4,64,588.24,2,1,Community transmission
San Marino,Europe,2969,87483.06,136,28,65,1915.26,0,0,Community transmission
Guinea-Bissau,Africa,2605,1323.68,88,61,45,22.87,0,0,Community transmission
Comoros,Africa,2598,2987.58,516,106,85,97.75,23,4,Community transmission
Liechtenstein,Europe,2550,66864.2,50,0,46,1206.18,0,0,Sporadic cases
United States Virgin Islands,Americas,2384,22829.78,79,11,24,229.83,0,0,Community transmission
Yemen,Eastern Mediterranean,2124,71.21,5,0,616,20.65,1,0,Community transmission
Eritrea,Africa,2085,587.92,172,0,7,1.97,1,0,Sporadic cases
New Zealand,Western Pacific,1949,404.17,30,6,25,5.18,0,0,Clusters of cases
Liberia,Africa,1936,382.78,35,0,84,16.61,0,0,Community transmission
Sint Maarten,Americas,1807,42138.89,104,40,27,629.63,0,0,Community transmission
Mongolia,Western Pacific,1692,516.12,108,25,2,0.61,1,0,Clusters of cases
Viet Nam,Western Pacific,1651,16.96,105,98,35,0.36,0,0,Clusters of cases
Burundi,Africa,1604,134.89,224,20,2,0.17,0,0,Community transmission
Barbados,Americas,1443,5021.31,287,16,11,38.28,2,1,Community transmission
Monaco,Europe,1430,36438.69,143,17,11,280.3,3,1,Sporadic cases
Turks and Caicos Islands,Americas,1387,35823.13,223,75,8,206.62,1,0,Clusters of cases
Sao Tome and Principe,Africa,1232,5621.49,61,11,17,77.57,0,0,Community transmission
Saint Martin,Americas,1191,30807.83,74,0,12,310.41,0,0,Community transmission
Seychelles,Africa,1130,11489.93,264,0,3,30.5,0,0,Clusters of cases
Saint Lucia,Americas,1029,5603.75,311,60,13,70.8,5,0,Sporadic cases
Bhutan,South-East Asia,857,1110.67,6,1,1,1.3,0,0,Clusters of cases
Papua New Guinea,Western Pacific,851,95.12,2,0,9,1.01,0,0,Community transmission
Saint Vincent and the Grenadines,Americas,827,7454.48,172,29,2,18.03,0,0,Clusters of cases
Other,Other,745,,0,0,13,,0,0,Not applicable
Bermuda,Americas,689,11064.19,5,1,12,192.7,0,0,Sporadic cases
Faroe Islands,Europe,654,13383.81,2,0,1,20.46,0,0,Sporadic cases
Mauritius,Africa,568,446.62,12,0,10,7.86,0,0,Sporadic cases
United Republic of Tanzania,Africa,509,8.52,0,0,21,0.35,0,0,Pending
Cambodia,Western Pacific,463,27.69,7,2,0,0.0,0,0,Sporadic cases
Isle of Man,Europe,432,5080.44,0,0,25,294.01,0,0,No cases
Guernsey,Europe,391,6187.1,81,22,13,205.71,0,0,Community transmission
Cayman Islands,Americas,385,5858.19,4,1,2,30.43,0,0,Sporadic cases
Saint Barthélemy,Americas,376,38037.43,95,0,0,0.0,0,0,Sporadic cases
Bonaire,Americas,362,17308.15,13,2,3,143.44,0,0,Community transmission
Antigua and Barbuda,Americas,215,2195.47,25,14,6,61.27,0,0,Sporadic cases
Brunei Darussalam,Western Pacific,180,411.45,6,4,3,6.86,0,0,Sporadic cases
Grenada,Americas,148,1315.29,9,0,1,8.89,0,0,Sporadic cases
British Virgin Islands,Americas,137,4530.87,16,0,1,33.07,0,0,Clusters of cases
Northern Mariana Islands (Commonwealth of the),Western Pacific,132,2293.38,3,0,2,34.75,0,0,Pending
Dominica,Americas,117,1625.2,4,4,0,0.0,0,0,Clusters of cases
Timor-Leste,South-East Asia,69,52.33,16,1,0,0.0,0,0,Sporadic cases
Fiji,Western Pacific,55,61.35,0,0,2,2.23,0,0,Sporadic cases
Lao People's Democratic Republic,Western Pacific,44,6.05,3,0,0,0.0,0,0,Sporadic cases
New Caledonia,Western Pacific,44,154.12,0,0,0,0.0,0,0,Sporadic cases
Falkland Islands (Malvinas),Americas,38,10910.13,6,0,0,0.0,0,0,No cases
Saint Kitts and Nevis,Americas,37,695.59,2,0,0,0.0,0,0,Sporadic cases
Greenland,Europe,30,528.43,0,0,0,0.0,0,0,No cases
Holy See,Europe,26,32138.44,0,0,0,0.0,0,0,Sporadic cases
Saint Pierre and Miquelon,Americas,24,4141.5,8,1,0,0.0,0,0,Clusters of cases
Sint Eustatius,Americas,20,6371.46,0,0,0,0.0,0,0,Sporadic cases
Solomon Islands,Western Pacific,17,24.75,0,0,0,0.0,0,0,No cases
Anguilla,Americas,16,1066.52,1,0,0,0.0,0,0,Sporadic cases
Montserrat,Americas,13,2600.52,0,0,1,200.04,0,0,No cases
Saba,Americas,6,3103.98,0,0,0,0.0,0,0,Sporadic cases
Wallis and Futuna,Western Pacific,5,444.6,1,0,0,0.0,0,0,Sporadic cases
Marshall Islands,Western Pacific,4,67.57,0,0,0,0.0,0,0,No cases
Samoa,Western Pacific,2,10.08,0,0,0,0.0,0,0,No cases
Vanuatu,Western Pacific,1,3.26,0,0,0,0.0,0,0,No cases
American Samoa,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Cook Islands,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Democratic People's Republic of Korea,South-East Asia,0,0.0,0,0,0,0.0,0,0,No cases
Kiribati,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Micronesia (Federated States of),Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Nauru,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Niue,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Palau,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Pitcairn Islands,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Saint Helena,Africa,0,0.0,0,0,0,0.0,0,0,No cases
Tokelau,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Tonga,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
Turkmenistan,Europe,0,0.0,0,0,0,0.0,0,0,No cases
Tuvalu,Western Pacific,0,0.0,0,0,0,0.0,0,0,No cases
