WHO_Name,WHO_Region,Cases - cumulative total,Cases - cumulative total per 1 million population,Cases - newly reported in last 7 days,Cases - newly reported in last 24 hours,Deaths - cumulative total,Deaths - cumulative total per 1 million population,Deaths - newly reported in last 7 days,Deaths - newly reported in last 24 hours,Transmission Classification
Global,,77530799.0,9931.810603867025,4658471.0,662825.0,1724904.0,220.9627665239545,80606.0,13061.0,
United States of America,Americas,18090260.0,54652.92,1643416.0,195151.0,320180.0,967.3,18644.0,3148.0,Community transmission
India,South-East Asia,10123778.0,7336.05,167221.0,24712.0,146756.0,106.34,2305.0,312.0,Clusters of cases
Brazil,Americas,7318821.0,34431.88,348787.0,55202.0,188259.0,885.68,5460.0,968.0,Community transmission
Russian Federation,Europe,2963688.0,20308.35,201020.0,29935.0,53096.0,363.83,3945.0,635.0,Clusters of cases
France,Europe,2463379.0,37739.34,95731.0,14836.0,61602.0,943.75,2613.0,276.0,Community transmission
The United Kingdom,Europe,2149555.0,31664.18,236274.0,39237.0,69051.0,1017.16,3531.0,744.0,Community transmission
Italy,Europe,1991278.0,32934.47,103134.0,13908.0,70395.0,1164.29,3858.0,553.0,Clusters of cases
Spain,Europe,1842289.0,39403.22,56939.0,6654.0,49698.0,1062.95,645.0,46.0,Community transmission
Germany,Europe,1587115.0,18942.95,180954.0,32195.0,28770.0,343.38,4645.0,802.0,Clusters of cases
Argentina,Americas,1555279.0,34412.04,45076.0,8141.0,42254.0,934.91,1050.0,257.0,Community transmission
Colombia,Americas,1530593.0,30080.7,85947.0,12526.0,40931.0,804.42,1575.0,251.0,Community transmission
Mexico,Americas,1338426.0,10380.81,71224.0,12511.0,119495.0,926.8,4396.0,897.0,Community transmission
Turkey,Europe,1268272.0,15037.78,154445.0,19650.0,18861.0,223.63,1740.0,259.0,Community transmission
Poland,Europe,1239998.0,32763.78,68144.0,13115.0,26752.0,706.85,2407.0,497.0,Community transmission
Iran (Islamic Republic of),Eastern Mediterranean,1177004.0,14013.13,45927.0,6261.0,54156.0,644.77,1273.0,153.0,Community transmission
Ukraine,Europe,1001132.0,22891.51,69381.0,11490.0,17395.0,397.75,1399.0,223.0,Community transmission
Peru,Americas,1000153.0,30333.54,12478.0,1678.0,37218.0,1128.78,401.0,45.0,Community transmission
South Africa,Africa,954258.0,16089.68,70571.0,14046.0,25657.0,432.6,1830.0,411.0,Community transmission
Netherlands,Europe,721186.0,42088.79,81730.0,10447.0,10739.0,626.73,502.0,106.0,Community transmission
Indonesia,South-East Asia,685639.0,2506.69,49485.0,7514.0,20408.0,74.61,1160.0,151.0,Community transmission
Czechia,Europe,660461.0,61673.56,58057.0,14149.0,10776.0,1006.26,740.0,112.0,Community transmission
Belgium,Europe,632321.0,54559.24,12496.0,4.0,18939.0,1634.13,506.0,13.0,Community transmission
Romania,Europe,604251.0,31409.75,32502.0,5459.0,14766.0,767.56,904.0,130.0,Community transmission
Chile,Americas,590914.0,30911.69,14183.0,1725.0,16228.0,848.91,269.0,11.0,Community transmission
Iraq,Eastern Mediterranean,587676.0,14610.63,8760.0,1173.0,12737.0,316.66,101.0,12.0,Community transmission
Canada,Americas,521509.0,13817.68,46295.0,6195.0,14425.0,382.2,766.0,93.0,Community transmission
Bangladesh,South-East Asia,504868.0,3065.58,9027.0,1367.0,7359.0,44.68,203.0,30.0,Community transmission
Philippines,Western Pacific,464004.0,4234.34,11016.0,1189.0,9048.0,82.57,215.0,27.0,Community transmission
Pakistan,Eastern Mediterranean,462814.0,2095.2,16837.0,2142.0,9557.0,43.27,547.0,83.0,Clusters of cases
Morocco,Eastern Mediterranean,423214.0,11465.93,16244.0,2566.0,7086.0,191.98,337.0,56.0,Clusters of cases
Switzerland,Europe,421382.0,48688.67,28584.0,4988.0,6406.0,740.18,646.0,98.0,Community transmission
Sweden,Europe,396048.0,39215.53,47432.0,6609.0,8279.0,819.76,177.0,7.0,Community transmission
Israel,Europe,383715.0,44331.75,20854.0,3563.0,3138.0,362.54,111.0,6.0,Community transmission
Portugal,Europe,383258.0,37586.44,24962.0,4602.0,6343.0,622.06,528.0,89.0,Clusters of cases
Saudi Arabia,Eastern Mediterranean,361536.0,10384.83,1201.0,177.0,6148.0,176.6,68.0,9.0,Sporadic cases
Austria,Europe,342533.0,38032.19,14256.0,2600.0,5611.0,623.0,833.0,141.0,Community transmission
Serbia,Europe,312253.0,44839.69,29652.0,4426.0,2833.0,406.82,351.0,51.0,Community transmission
Hungary,Europe,311554.0,32250.8,20005.0,3292.0,8729.0,903.59,1191.0,113.0,Community transmission
Jordan,Eastern Mediterranean,281983.0,27636.9,14398.0,2091.0,3652.0,357.93,187.0,25.0,Community transmission
Nepal,South-East Asia,255979.0,8785.42,5063.0,743.0,1803.0,61.88,60.0,5.0,Clusters of cases
Panama,Americas,217202.0,50339.22,20215.0,3164.0,3632.0,841.76,221.0,35.0,Community transmission
Georgia,Europe,216843.0,54357.96,15475.0,1972.0,2276.0,570.55,323.0,43.0,Community transmission
Azerbaijan,Europe,208211.0,20535.3,20875.0,2334.0,2340.0,230.79,290.0,46.0,Clusters of cases
Ecuador,Americas,207084.0,11737.42,3623.0,720.0,13962.0,791.36,47.0,13.0,Community transmission
Japan,Western Pacific,206139.0,1629.86,19036.0,3026.0,3050.0,24.12,311.0,56.0,Clusters of cases
Croatia,Europe,202319.0,49282.79,19274.0,2233.0,3464.0,843.79,594.0,70.0,Community transmission
United Arab Emirates,Eastern Mediterranean,197124.0,19930.84,8579.0,1246.0,645.0,65.21,19.0,3.0,Community transmission
Bulgaria,Europe,195886.0,28191.34,9640.0,1615.0,6978.0,1004.25,782.0,99.0,Clusters of cases
Kazakhstan,Europe,194413.0,10353.95,4862.0,910.0,2669.0,142.14,60.0,0.0,Clusters of cases
Belarus,Europe,179196.0,18963.9,13299.0,1922.0,1349.0,142.76,58.0,8.0,Community transmission
Lebanon,Eastern Mediterranean,163225.0,23914.19,12292.0,2246.0,1333.0,195.3,99.0,22.0,Community transmission
Dominican Republic,Americas,162496.0,14979.48,5911.0,566.0,2401.0,221.33,29.0,3.0,Community transmission
Slovakia,Europe,161562.0,29592.05,19429.0,2657.0,1732.0,317.24,354.0,46.0,Clusters of cases
Costa Rica,Americas,160804.0,31566.6,6708.0,911.0,2051.0,402.62,95.0,14.0,Community transmission
Armenia,Europe,156142.0,52692.94,4750.0,702.0,2714.0,915.89,133.0,23.0,Community transmission
Bolivia (Plurinational State of),Americas,151059.0,12940.87,3343.0,674.0,9052.0,775.46,26.0,9.0,Community transmission
Kuwait,Eastern Mediterranean,148773.0,34836.79,1802.0,266.0,924.0,216.36,11.0,1.0,Community transmission
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,143718.0,28172.19,12681.0,2110.0,1347.0,264.04,191.0,31.0,Community transmission
Denmark,Europe,143472.0,24769.85,23693.0,3297.0,1096.0,189.22,121.0,26.0,Community transmission
Qatar,Eastern Mediterranean,142448.0,49443.03,1031.0,140.0,243.0,84.34,1.0,0.0,Community transmission
Republic of Moldova,Europe,138213.0,34262.34,7884.0,1282.0,2825.0,700.3,175.0,22.0,Community transmission
Guatemala,Americas,134256.0,7493.82,3428.0,655.0,4739.0,264.52,229.0,21.0,Community transmission
Greece,Europe,133365.0,12795.19,5808.0,935.0,4402.0,422.33,532.0,62.0,Community transmission
Oman,Eastern Mediterranean,128236.0,25111.69,1401.0,93.0,1491.0,291.97,11.0,1.0,Community transmission
Egypt,Eastern Mediterranean,127972.0,1250.53,4819.0,911.0,7209.0,70.45,219.0,42.0,Clusters of cases
Tunisia,Eastern Mediterranean,125000.0,10576.53,10453.0,1677.0,4275.0,361.72,278.0,38.0,Community transmission
Lithuania,Europe,123889.0,45509.13,20861.0,3795.0,1186.0,435.66,253.0,43.0,Community transmission
Ethiopia,Africa,120638.0,1049.36,3096.0,0.0,1864.0,16.21,51.0,0.0,Community transmission
Myanmar,South-East Asia,117946.0,2167.73,7279.0,964.0,2484.0,45.65,165.0,19.0,Clusters of cases
Honduras,Americas,117588.0,11872.05,2645.0,398.0,3046.0,307.53,45.0,12.0,Community transmission
Venezuela (Bolivarian Republic of),Americas,110828.0,3897.46,2348.0,315.0,997.0,35.06,32.0,4.0,Community transmission
Slovenia,Europe,109964.0,52894.31,9563.0,2159.0,2479.0,1192.44,335.0,77.0,Clusters of cases
Bosnia and Herzegovina,Europe,107570.0,32787.54,4338.0,584.0,3838.0,1169.83,327.0,46.0,Community transmission
Paraguay,Americas,101544.0,14236.73,6191.0,932.0,2120.0,297.23,129.0,17.0,Community transmission
Malaysia,Western Pacific,98737.0,3050.64,10824.0,1348.0,444.0,13.72,15.0,5.0,Clusters of cases
Algeria,Africa,96549.0,2201.75,3042.0,480.0,2696.0,61.48,65.0,9.0,Community transmission
Libya,Eastern Mediterranean,96346.0,14021.53,3769.0,640.0,1393.0,202.73,69.0,8.0,Community transmission
China,Western Pacific,96074.0,65.3,699.0,76.0,4774.0,3.24,10.0,1.0,Clusters of cases
Kenya,Africa,94768.0,1762.43,2309.0,0.0,1647.0,30.63,43.0,0.0,Community transmission
Bahrain,Eastern Mediterranean,90817.0,53372.32,1217.0,183.0,350.0,205.69,1.0,0.0,Clusters of cases
Ireland,Europe,82155.0,16638.02,4958.0,927.0,2184.0,442.3,44.0,13.0,Community transmission
Nigeria,Africa,80922.0,392.56,5860.0,1133.0,1236.0,6.0,36.0,5.0,Community transmission
Kyrgyzstan,Europe,79845.0,12238.29,1430.0,186.0,1340.0,205.39,19.0,3.0,Clusters of cases
North Macedonia,Europe,79815.0,38310.34,4218.0,625.0,2354.0,1129.89,160.0,14.0,Community transmission
Uzbekistan,Europe,76456.0,2284.37,918.0,141.0,612.0,18.29,0.0,0.0,Clusters of cases
Puerto Rico,Americas,70488.0,24638.81,6802.0,576.0,1408.0,492.16,96.0,17.0,Community transmission
Singapore,Western Pacific,58482.0,9996.34,129.0,21.0,29.0,4.96,0.0,0.0,Sporadic cases
Albania,Europe,54317.0,18874.51,3680.0,503.0,1117.0,388.14,77.0,6.0,Clusters of cases
Ghana,Africa,54043.0,1739.23,657.0,89.0,333.0,10.72,6.0,0.0,Community transmission
Republic of Korea,Western Pacific,53533.0,1044.16,7080.0,985.0,756.0,14.75,122.0,17.0,Clusters of cases
Afghanistan,Eastern Mediterranean,51357.0,1319.27,1430.0,287.0,2126.0,54.61,109.0,21.0,Clusters of cases
Kosovo[1],Europe,49534.0,26625.73,2078.0,271.0,1274.0,684.81,59.0,12.0,Community transmission
Luxembourg,Europe,45209.0,72221.39,2365.0,400.0,458.0,731.66,37.0,5.0,Community transmission
Montenegro,Europe,45120.0,71839.58,1833.0,0.0,640.0,1019.0,26.0,0.0,Clusters of cases
Norway,Europe,44932.0,8288.14,3080.0,596.0,421.0,77.66,19.0,16.0,Clusters of cases
El Salvador,Americas,43772.0,6748.48,1375.0,0.0,1274.0,196.42,55.0,9.0,Community transmission
Sri Lanka,South-East Asia,38639.0,1804.44,4518.0,580.0,184.0,8.59,30.0,1.0,Clusters of cases
Finland,Europe,34084.0,6151.55,2214.0,367.0,524.0,94.57,52.0,13.0,Community transmission
Latvia,Europe,33484.0,17752.11,5989.0,1145.0,479.0,253.95,97.0,20.0,Clusters of cases
Uganda,Africa,32399.0,708.31,3666.0,489.0,245.0,5.36,20.0,7.0,Community transmission
Australia,Western Pacific,28238.0,1107.38,179.0,19.0,908.0,35.61,0.0,0.0,Sporadic cases
Cameroon,Africa,25849.0,973.75,377.0,0.0,448.0,16.88,3.0,0.0,Community transmission
Estonia,Europe,24009.0,18099.03,4005.0,700.0,195.0,147.0,31.0,3.0,Clusters of cases
Sudan,Eastern Mediterranean,23316.0,531.73,695.0,0.0,1468.0,33.48,43.0,0.0,Community transmission
Côte d’Ivoire,Africa,21984.0,833.41,243.0,52.0,133.0,5.04,0.0,0.0,Community transmission
Namibia,Africa,19984.0,7864.91,2708.0,355.0,183.0,72.02,19.0,2.0,Community transmission
Cyprus,Europe,18883.0,15639.92,2693.0,477.0,104.0,86.14,19.0,3.0,Clusters of cases
Zambia,Africa,18881.0,1027.04,453.0,0.0,379.0,20.62,11.0,0.0,Community transmission
Senegal,Africa,18043.0,1077.58,707.0,98.0,378.0,22.58,26.0,6.0,Community transmission
Mozambique,Africa,17956.0,574.49,813.0,189.0,153.0,4.9,8.0,3.0,Community transmission
Madagascar,Africa,17633.0,636.78,46.0,0.0,260.0,9.39,1.0,0.0,Community transmission
Angola,Africa,16931.0,515.15,524.0,129.0,394.0,11.99,15.0,1.0,Community transmission
French Polynesia,Western Pacific,16466.0,58617.06,492.0,56.0,107.0,380.91,9.0,1.0,Sporadic cases
Democratic Republic of the Congo,Africa,15808.0,176.5,1213.0,141.0,566.0,6.32,202.0,0.0,Community transmission
Uruguay,Americas,14001.0,4030.54,3583.0,524.0,120.0,34.54,22.0,1.0,Community transmission
Guinea,Africa,13630.0,1037.86,156.0,52.0,80.0,6.09,0.0,0.0,Community transmission
Maldives,South-East Asia,13537.0,25043.29,135.0,13.0,48.0,88.8,0.0,0.0,Clusters of cases
Botswana,Africa,13353.0,5678.2,480.0,0.0,38.0,16.16,0.0,0.0,Community transmission
Tajikistan,Europe,13182.0,1382.1,110.0,0.0,89.0,9.33,0.0,0.0,Pending
French Guiana,Americas,12547.0,42007.89,521.0,48.0,71.0,237.71,0.0,0.0,Community transmission
Zimbabwe,Africa,12544.0,843.98,1022.0,0.0,326.0,21.93,16.0,0.0,Community transmission
Jamaica,Americas,12423.0,4195.31,516.0,69.0,290.0,97.93,14.0,2.0,Community transmission
Malta,Europe,11992.0,27159.3,577.0,82.0,201.0,455.22,21.0,5.0,Clusters of cases
Cabo Verde,Africa,11668.0,20986.1,210.0,32.0,112.0,201.44,2.0,0.0,Community transmission
Mauritania,Africa,10971.0,2359.53,0.0,0.0,225.0,48.39,0.0,0.0,Community transmission
Syrian Arab Republic,Eastern Mediterranean,10571.0,604.03,968.0,129.0,641.0,36.63,87.0,11.0,Community transmission
Cuba,Americas,10500.0,927.02,829.0,116.0,139.0,12.27,2.0,0.0,Clusters of cases
Belize,Americas,10257.0,25795.47,746.0,112.0,226.0,568.37,15.0,2.0,Community transmission
Haiti,Americas,9805.0,859.9,208.0,34.0,235.0,20.61,1.0,0.0,Community transmission
Gabon,Africa,9469.0,4254.33,96.0,49.0,64.0,28.75,1.0,0.0,Community transmission
Réunion,Africa,8846.0,9880.35,258.0,45.0,42.0,46.91,0.0,0.0,Clusters of cases
Guadeloupe,Americas,8557.0,21385.87,59.0,0.0,155.0,387.38,3.0,0.0,Community transmission
