WHO_Name,WHO_Region,Cases - cumulative total,Cases - cumulative total per 1 million population,Cases - newly reported in last 7 days,Cases - newly reported in last 24 hours,Deaths - cumulative total,Deaths - cumulative total per 1 million population,Deaths - newly reported in last 7 days,Deaths - newly reported in last 24 hours,Transmission Classification
Global,,89048345.0,11407.22536766078,5008898.0,660993.0,1930265.0,247.2698158995289,88225.0,11061.0,
United States of America,Americas,22009275.0,66492.75,1750550.0,248089.0,369304.0,1115.71,21749.0,3418.0,Community transmission
India,South-East Asia,10466595.0,7584.47,126126.0,16311.0,151160.0,109.54,1511.0,161.0,Clusters of cases
Brazil,Americas,8075998.0,37994.07,359593.0,62290.0,202631.0,953.29,6906.0,1171.0,Community transmission
Russian Federation,Europe,3425269.0,23471.28,165131.0,23315.0,62273.0,426.72,3285.0,436.0,Clusters of cases
The United Kingdom,Europe,3072353.0,45257.53,417570.0,54940.0,81431.0,1199.53,6407.0,563.0,Community transmission
France,Europe,2737501.0,41938.93,125885.0,15809.0,67368.0,1032.09,2709.0,151.0,Community transmission
Italy,Europe,2276491.0,37651.71,121045.0,18625.0,78755.0,1302.56,3423.0,361.0,Clusters of cases
Spain,Europe,2025560.0,43323.06,50827.0,0.0,51690.0,1105.56,242.0,0.0,Community transmission
Germany,Europe,1921024.0,22928.31,145511.0,12497.0,40686.0,485.61,6112.0,343.0,Community transmission
Colombia,Americas,1771363.0,34812.55,104955.0,15795.0,45784.0,899.79,2019.0,353.0,Community transmission
Argentina,Americas,1714409.0,37932.95,79575.0,11057.0,44417.0,982.77,1042.0,144.0,Community transmission
Mexico,Americas,1524036.0,11820.39,80492.0,16105.0,133204.0,1033.13,6353.0,1135.0,Community transmission
Turkey,Europe,1511918.0,17926.66,84344.0,9138.0,22807.0,270.42,1319.0,176.0,Community transmission
Poland,Europe,1390385.0,36737.37,67438.0,4863.0,31264.0,826.07,2103.0,75.0,Community transmission
Iran (Islamic Republic of),Eastern Mediterranean,1286406.0,15315.64,42972.0,5968.0,56171.0,668.76,631.0,71.0,Community transmission
