WHO_Name,WHO_Region,Cases - cumulative total,Cases - cumulative total per 1 million population,Cases - newly reported in last 7 days,Cases - newly reported in last 24 hours,Deaths - cumulative total,Deaths - cumulative total per 1 million population,Deaths - newly reported in last 7 days,Deaths - newly reported in last 24 hours,Transmission Classification
Global,,83910386.0,10749.0451820234,4155296.0,583907.0,1839660.0,235.6631807123516,76713.0,7957.0,
United States of America,Americas,20258725.0,61204.12,1431425.0,284312.0,347555.0,1050.01,18245.0,2302.0,Community transmission
India,South-East Asia,10340469.0,7493.07,132598.0,16504.0,149649.0,108.44,1748.0,214.0,Clusters of cases
Brazil,Americas,7716405.0,36302.34,250599.0,15827.0,195725.0,920.8,4930.0,314.0,Community transmission
Russian Federation,Europe,3260138.0,22339.74,182103.0,23351.0,58988.0,404.21,3723.0,482.0,Clusters of cases
The United Kingdom,Europe,2654783.0,39106.48,366434.0,54990.0,75024.0,1105.15,4272.0,454.0,Community transmission
France,Europe,2611616.0,40010.35,95268.0,12489.0,64659.0,990.59,2289.0,116.0,Community transmission
Italy,Europe,2155446.0,35649.7,107750.0,14245.0,75332.0,1245.94,3407.0,347.0,Clusters of cases
Spain,Europe,1893502.0,40498.58,11989.0,0.0,50442.0,1078.86,94.0,0.0,Community transmission
Germany,Europe,1775513.0,21191.57,123679.0,9847.0,34574.0,412.66,4448.0,302.0,Clusters of cases
Colombia,Americas,1666408.0,32749.87,81505.0,11528.0,43765.0,860.11,1822.0,270.0,Community transmission
Argentina,Americas,1634834.0,36172.28,56567.0,5240.0,43375.0,959.71,874.0,56.0,Community transmission
Mexico,Americas,1443544.0,11196.1,66327.0,6359.0,126851.0,983.85,4825.0,344.0,Community transmission
Turkey,Europe,1427574.0,16926.6,94334.0,9877.0,21488.0,254.78,1610.0,193.0,Community transmission
Poland,Europe,1322947.0,34955.49,61937.0,4385.0,29161.0,770.5,2014.0,42.0,Community transmission
Iran (Islamic Republic of),Eastern Mediterranean,1243434.0,14804.03,42969.0,5960.0,55540.0,661.25,847.0,102.0,Community transmission
South Africa,Africa,1100748.0,18559.64,96335.0,11859.0,29577.0,498.7,2842.0,402.0,Community transmission
Ukraine,Europe,1078251.0,24654.89,47877.0,4158.0,18927.0,432.78,1078.0,73.0,Community transmission
Peru,Americas,1018099.0,30877.82,11781.0,900.0,37773.0,1145.61,359.0,49.0,Community transmission
Netherlands,Europe,821163.0,47923.5,58386.0,7438.0,11612.0,677.68,619.0,47.0,Community transmission
Indonesia,South-East Asia,765350.0,2798.11,51985.0,6877.0,22734.0,83.12,1497.0,179.0,Community transmission
Czechia,Europe,746714.0,69727.83,72374.0,6233.0,12070.0,1127.09,918.0,110.0,Community transmission
Belgium,Europe,650011.0,56085.6,9903.0,2.0,19701.0,1699.88,383.0,8.0,Community transmission
Romania,Europe,640429.0,33290.33,24620.0,3034.0,15979.0,830.61,749.0,60.0,Community transmission
Chile,Americas,618191.0,32338.59,18086.0,2289.0,16767.0,877.11,324.0,43.0,Community transmission
Iraq,Eastern Mediterranean,597774.0,14861.68,6177.0,741.0,12834.0,319.08,54.0,5.0,Community transmission
Canada,Americas,592908.0,15709.44,46408.0,5269.0,15728.0,416.72,829.0,49.0,Community transmission
Bangladesh,South-East Asia,516019.0,3133.29,6871.0,835.0,7626.0,46.31,174.0,27.0,Community transmission
Pakistan,Eastern Mediterranean,486634.0,2203.04,15299.0,2272.0,10311.0,46.68,437.0,53.0,Clusters of cases
Philippines,Western Pacific,477807.0,4360.31,7921.0,891.0,9257.0,84.48,148.0,4.0,Community transmission
Switzerland,Europe,450075.0,52004.0,16381.0,0.0,7049.0,814.48,358.0,0.0,Community transmission
Morocco,Eastern Mediterranean,443146.0,12005.94,11067.0,1005.0,7485.0,202.79,245.0,33.0,Clusters of cases
Sweden,Europe,437379.0,43308.0,19146.0,0.0,8727.0,864.12,43.0,0.0,Community transmission
Portugal,Europe,427254.0,41901.17,32681.0,3384.0,7118.0,698.07,499.0,73.0,Clusters of cases
Israel,Europe,425582.0,49168.77,26307.0,0.0,3338.0,385.65,110.0,0.0,Community transmission
Austria,Europe,364574.0,40479.45,14839.0,1611.0,6253.0,694.28,459.0,39.0,Community transmission
Saudi Arabia,Eastern Mediterranean,363061.0,10428.63,841.0,82.0,6246.0,179.41,61.0,7.0,Sporadic cases
Serbia,Europe,343870.0,49379.9,17810.0,1966.0,3325.0,477.47,295.0,37.0,Community transmission
Hungary,Europe,328851.0,34041.31,12182.0,856.0,9977.0,1032.78,816.0,93.0,Community transmission
Jordan,Eastern Mediterranean,298208.0,29227.1,10262.0,1540.0,3903.0,382.53,145.0,26.0,Community transmission
Nepal,South-East Asia,261859.0,8987.22,3678.0,421.0,1878.0,64.45,53.0,8.0,Clusters of cases
Panama,Americas,251764.0,58349.38,23040.0,2031.0,4103.0,950.92,304.0,39.0,Community transmission
Japan,Western Pacific,243847.0,1928.0,23611.0,2893.0,3599.0,28.46,347.0,51.0,Clusters of cases
Georgia,Europe,229763.0,57596.74,7620.0,594.0,2628.0,658.78,210.0,25.0,Community transmission
Azerbaijan,Europe,220265.0,21724.15,5554.0,803.0,2733.0,269.55,234.0,30.0,Clusters of cases
Ecuador,Americas,214614.0,12164.22,5259.0,101.0,14059.0,796.86,67.0,0.0,Community transmission
Croatia,Europe,213319.0,51962.27,8073.0,361.0,4126.0,1005.05,387.0,54.0,Community transmission
United Arab Emirates,Eastern Mediterranean,213231.0,21559.39,11395.0,1590.0,679.0,68.65,22.0,5.0,Community transmission
Kazakhstan,Europe,203563.0,10841.25,4904.0,0.0,2845.0,151.52,96.0,0.0,Clusters of cases
Bulgaria,Europe,203051.0,29222.51,5335.0,171.0,7678.0,1105.0,514.0,34.0,Clusters of cases
Belarus,Europe,199962.0,21161.52,13215.0,1837.0,1451.0,153.56,66.0,9.0,Community transmission
Lebanon,Eastern Mediterranean,189278.0,27731.23,18052.0,2870.0,1486.0,217.71,92.0,10.0,Community transmission
Slovakia,Europe,188099.0,34452.63,20007.0,636.0,2521.0,461.75,642.0,204.0,Clusters of cases
Dominican Republic,Americas,173331.0,15978.29,6567.0,366.0,2418.0,222.9,14.0,2.0,Community transmission
Costa Rica,Americas,169321.0,33238.53,4714.0,0.0,2185.0,428.93,68.0,0.0,Community transmission
Denmark,Europe,168711.0,29127.26,15364.0,1170.0,1374.0,237.22,200.0,29.0,Community transmission
Bolivia (Plurinational State of),Americas,162055.0,13882.87,7706.0,0.0,9186.0,786.94,93.0,0.0,Community transmission
Armenia,Europe,160220.0,54069.14,2959.0,193.0,2864.0,966.51,94.0,14.0,Community transmission
